person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
61,25860,OTHER,4.8,MEDICAL,A,22190,7.54,0.02,N,4,0
42,32438,RENT,0.2,EDUCATION,A,30720,21.92,0.76,N,14,1
36,82300,MORTGAGE,3.1,EDUCATION,A,11204,17.56,0.7,Y,5,1
31,86545,MORTGAGE,1.4,VENTURE,E,5014,7.66,0.34,N,10,0
42,35842,OWN,1.3,DEBTCONSOLIDATION,A,25334,19.14,0.73,Y,26,0
35,75213,RENT,2.0,EDUCATION,D,19242,11.78,0.54,N,29,0
22,57372,MORTGAGE,0.0,MEDICAL,A,31392,19.75,0.74,Y,7,1
49,113971,RENT,2.5,VENTURE,B,28487,22.41,0.49,N,12,0
41,83906,OTHER,2.7,VENTURE,E,15340,9.94,0.18,N,29,0
28,53744,OWN,8.0,VENTURE,C,25271,20.66,0.48,N,10,0
48,72442,OTHER,2.4,PERSONAL,A,29233,19.17,0.15,N,10,0
56,100990,RENT,1.8,DEBTCONSOLIDATION,B,19980,17.35,0.12,N,23,0
42,118903,OTHER,21.0,DEBTCONSOLIDATION,E,20519,12.25,0.54,N,22,0
32,18650,OWN,3.4,EDUCATION,B,17445,7.36,0.79,Y,28,0
51,60117,RENT,2.6,DEBTCONSOLIDATION,C,12141,14.01,0.49,N,20,0
42,106244,MORTGAGE,2.7,HOMEIMPROVEMENT,B,15732,7.28,0.66,Y,2,1
64,67772,OTHER,6.6,MEDICAL,B,11815,14.3,0.14,N,5,0
36,18190,OWN,1.7,EDUCATION,A,25115,20.0,0.54,N,2,0
59,63113,MORTGAGE,2.0,DEBTCONSOLIDATION,C,23755,23.16,0.61,N,14,0
40,23789,OWN,5.6,MEDICAL,D,31209,8.92,0.03,N,17,0
21,47125,RENT,0.3,EDUCATION,B,22855,9.1,0.08,Y,13,0
56,113695,RENT,8.0,HOMEIMPROVEMENT,D,25863,19.83,0.65,Y,2,0
25,32459,OTHER,2.2,MEDICAL,E,10568,13.75,0.37,N,16,0
63,50418,OWN,3.5,HOMEIMPROVEMENT,E,7322,21.7,0.34,N,23,0
37,62085,OWN,5.7,MEDICAL,A,21393,19.09,0.76,N,28,0
49,33768,OWN,1.2,PERSONAL,B,12997,18.51,0.82,N,6,0
41,64961,RENT,8.8,PERSONAL,E,32301,7.21,0.63,N,24,0
52,96099,OTHER,15.5,MEDICAL,A,14751,6.04,0.66,N,2,0
49,42885,OWN,2.7,MEDICAL,A,23070,11.04,0.17,Y,18,0
36,102421,OWN,11.1,HOMEIMPROVEMENT,E,20444,9.27,0.16,N,9,1
62,76082,MORTGAGE,0.0,DEBTCONSOLIDATION,B,6179,18.08,0.81,Y,23,0
51,21895,OWN,9.0,VENTURE,B,21705,13.42,0.58,N,9,0
61,65311,OTHER,1.5,MEDICAL,B,16772,14.71,0.57,N,23,0
33,104494,MORTGAGE,1.5,EDUCATION,D,1912,19.88,0.24,Y,23,1
29,82067,MORTGAGE,1.0,EDUCATION,B,2749,13.92,0.74,N,27,0
55,86017,MORTGAGE,1.5,EDUCATION,E,2739,15.1,0.04,N,16,0
53,38932,RENT,1.0,PERSONAL,C,13114,20.39,0.23,N,24,0
28,36360,MORTGAGE,9.5,DEBTCONSOLIDATION,C,23777,13.08,0.15,N,13,1
61,69847,OWN,9.2,HOMEIMPROVEMENT,B,9335,6.88,0.59,N,17,0
47,105365,RENT,0.4,DEBTCONSOLIDATION,A,29528,14.69,0.59,Y,19,0
30,100468,RENT,0.6,PERSONAL,C,15303,15.71,0.44,N,4,0
33,53931,RENT,7.9,DEBTCONSOLIDATION,B,13295,14.51,0.0,N,29,0
58,70823,RENT,2.0,DEBTCONSOLIDATION,E,16153,9.99,0.73,N,5,0
38,53032,RENT,0.7,EDUCATION,B,21174,9.38,0.79,N,16,0
34,96426,RENT,2.9,MEDICAL,C,21026,11.98,0.17,Y,15,1
47,33807,RENT,2.2,EDUCATION,B,33114,8.36,0.7,N,2,0
43,26767,MORTGAGE,1.0,DEBTCONSOLIDATION,D,19468,17.26,0.81,Y,26,1
27,23071,OTHER,5.1,MEDICAL,B,18485,16.34,0.27,Y,26,0
62,68413,OWN,4.0,HOMEIMPROVEMENT,B,17691,16.66,0.15,N,21,0
28,41149,OWN,0.4,VENTURE,E,32408,9.4,0.81,N,18,0
52,30540,MORTGAGE,10.4,MEDICAL,C,29572,9.79,0.05,N,18,0
52,116212,MORTGAGE,3.3,PERSONAL,C,12593,19.42,0.23,N,23,0
38,85248,RENT,1.2,EDUCATION,C,8665,17.68,0.62,N,19,0
22,106737,OTHER,0.9,EDUCATION,D,21055,20.98,0.51,N,2,1
29,100435,RENT,0.6,DEBTCONSOLIDATION,B,26525,12.58,0.57,N,27,1
59,34787,MORTGAGE,2.2,DEBTCONSOLIDATION,A,13074,15.14,0.59,N,28,0
61,35982,RENT,0.6,DEBTCONSOLIDATION,D,34836,18.55,0.57,N,29,0
20,37606,OWN,2.2,DEBTCONSOLIDATION,A,26398,22.74,0.28,N,3,0
48,25150,OWN,0.6,EDUCATION,D,25936,23.02,0.26,N,24,0
53,100929,RENT,4.3,MEDICAL,A,23321,23.19,0.36,N,17,0
32,117795,OTHER,6.2,HOMEIMPROVEMENT,B,5404,21.25,0.67,Y,15,0
20,61936,RENT,3.2,MEDICAL,A,28594,,0.78,N,21,0
53,108286,RENT,4.6,PERSONAL,C,5009,5.52,0.38,N,24,0
48,23593,OTHER,11.1,EDUCATION,C,5026,17.85,0.07,Y,24,0
32,32358,OTHER,4.1,MEDICAL,A,10610,9.65,0.78,N,21,0
48,97143,OTHER,1.8,EDUCATION,B,34608,6.42,0.07,N,19,0
58,52381,OWN,2.4,PERSONAL,F,2014,17.81,0.13,N,10,0
43,105347,RENT,7.9,VENTURE,B,18295,18.86,0.72,N,15,0
45,43074,MORTGAGE,0.6,VENTURE,D,28112,17.14,0.46,N,14,0
36,35595,OTHER,1.6,VENTURE,E,4667,11.9,0.29,N,27,1
26,59194,OTHER,3.4,EDUCATION,F,17906,14.5,0.77,N,15,0
32,64377,RENT,4.5,MEDICAL,E,29703,22.04,0.8,N,27,0
24,41853,MORTGAGE,5.8,EDUCATION,B,29748,18.39,0.27,N,20,0
45,88719,RENT,1.5,HOMEIMPROVEMENT,F,9804,14.38,0.72,N,18,0
22,35661,RENT,0.6,MEDICAL,D,5308,15.96,0.56,N,28,0
26,65493,OTHER,12.4,PERSONAL,D,28955,21.91,0.23,Y,9,0
58,51495,OTHER,0.3,DEBTCONSOLIDATION,A,9333,12.41,0.78,N,5,0
20,28703,OWN,0.4,VENTURE,F,32397,7.21,0.05,N,10,0
36,68080,MORTGAGE,2.7,MEDICAL,D,10929,11.2,0.26,Y,25,0
62,45815,MORTGAGE,6.8,MEDICAL,D,5407,12.79,0.33,N,28,0
44,44565,OTHER,6.0,VENTURE,A,12178,10.26,0.57,Y,12,0
22,78321,OTHER,11.1,PERSONAL,A,3725,14.82,0.03,N,8,0
34,73453,OTHER,0.6,EDUCATION,F,1514,10.83,0.74,N,16,1
48,103478,MORTGAGE,1.9,EDUCATION,C,7268,7.24,0.55,N,26,1
62,48161,OWN,1.3,DEBTCONSOLIDATION,B,2521,8.75,0.23,Y,19,0
51,70991,MORTGAGE,7.9,MEDICAL,D,9362,21.74,0.55,N,21,0
45,24716,OTHER,2.7,VENTURE,A,3084,16.61,0.45,N,6,0
35,48349,OTHER,0.1,HOMEIMPROVEMENT,B,5442,10.99,0.28,N,17,0
44,62098,OWN,4.9,PERSONAL,B,34545,11.93,0.02,Y,22,1
47,15132,RENT,2.0,EDUCATION,B,7870,14.18,0.46,N,13,0
28,66990,RENT,3.0,PERSONAL,B,14172,17.38,0.07,Y,18,0
20,83921,MORTGAGE,9.0,PERSONAL,A,8869,15.76,0.67,N,26,0
48,51538,RENT,1.2,DEBTCONSOLIDATION,A,8967,22.0,0.07,N,16,0
41,115572,RENT,1.1,PERSONAL,C,27435,16.54,0.36,N,26,0
35,114279,MORTGAGE,1.2,VENTURE,E,20365,21.61,0.36,N,22,1
60,22213,OTHER,1.7,DEBTCONSOLIDATION,C,12051,5.5,0.46,N,27,0
63,59223,RENT,0.5,VENTURE,B,31917,21.25,0.03,N,20,0
60,106655,OTHER,4.8,DEBTCONSOLIDATION,A,8397,18.24,0.17,N,25,0
26,83371,MORTGAGE,0.9,VENTURE,D,2969,8.47,0.17,N,8,0
33,83274,OTHER,10.4,DEBTCONSOLIDATION,F,28161,10.08,0.5,N,22,0
48,19134,OTHER,1.0,DEBTCONSOLIDATION,B,32897,15.06,0.22,N,13,0
38,106428,MORTGAGE,1.2,MEDICAL,B,22327,7.62,0.12,N,18,0
38,54601,OTHER,1.4,VENTURE,C,10282,19.38,0.02,N,8,0
21,88889,RENT,5.9,MEDICAL,D,30898,19.48,0.7,Y,12,1
60,30690,RENT,2.2,DEBTCONSOLIDATION,B,26188,10.76,0.81,N,2,0
64,16909,RENT,6.8,EDUCATION,C,26144,6.64,0.58,N,18,1
34,106239,RENT,6.1,DEBTCONSOLIDATION,D,16503,23.0,0.34,N,26,0
22,95032,OTHER,10.6,EDUCATION,F,20533,9.86,0.1,N,23,1
30,27062,RENT,5.7,EDUCATION,A,4407,6.6,0.39,N,8,0
49,90386,OTHER,0.2,EDUCATION,G,27268,11.27,0.38,N,3,0
59,108237,OWN,7.3,EDUCATION,B,15783,22.65,0.35,N,12,0
37,49731,OTHER,,VENTURE,D,8185,19.51,0.31,N,17,0
21,20153,RENT,20.3,HOMEIMPROVEMENT,C,8773,13.95,0.41,Y,16,0
51,25481,OWN,,VENTURE,B,13978,10.83,0.06,N,9,0
27,114270,MORTGAGE,3.8,HOMEIMPROVEMENT,C,30944,12.93,0.03,N,16,0
41,81425,OTHER,0.9,VENTURE,B,11868,5.71,0.05,N,8,0
25,78600,RENT,1.2,EDUCATION,A,10517,18.19,0.17,Y,6,1
31,99981,RENT,5.5,PERSONAL,B,31179,7.17,0.23,N,9,0
59,86997,RENT,15.2,DEBTCONSOLIDATION,C,8773,14.64,0.14,N,3,0
55,119470,MORTGAGE,3.6,HOMEIMPROVEMENT,A,25070,15.47,0.21,N,7,0
34,43205,OWN,7.6,PERSONAL,F,33610,5.43,0.15,N,5,0
47,103887,OWN,0.0,EDUCATION,A,33052,22.84,0.13,Y,8,0
64,96542,RENT,0.1,HOMEIMPROVEMENT,B,26930,10.78,0.24,N,7,0
37,59149,OTHER,3.6,PERSONAL,A,29075,6.77,0.33,N,29,0
21,64112,RENT,2.0,VENTURE,C,34135,20.61,0.62,Y,23,1
32,25940,RENT,8.8,EDUCATION,B,33438,8.1,0.79,N,6,0
64,74010,OTHER,1.4,VENTURE,B,26858,5.84,0.76,N,28,0
34,91794,RENT,2.3,VENTURE,A,9269,14.21,0.4,N,6,0
39,39485,MORTGAGE,3.0,EDUCATION,A,8759,7.71,0.38,Y,19,0
48,104299,RENT,1.3,HOMEIMPROVEMENT,D,34783,22.89,0.1,N,12,0
61,16067,MORTGAGE,9.6,DEBTCONSOLIDATION,C,30229,5.59,0.81,N,24,0
48,35607,RENT,2.5,MEDICAL,B,8692,6.31,0.63,N,24,0
22,76597,OWN,2.2,MEDICAL,A,17785,20.23,0.7,N,9,0
38,89554,OTHER,7.6,DEBTCONSOLIDATION,E,22787,9.67,0.19,N,21,0
22,63521,OWN,1.5,EDUCATION,A,31847,21.63,0.33,N,12,0
33,30187,RENT,6.8,MEDICAL,F,9486,10.94,0.09,N,28,1
59,117911,RENT,0.5,DEBTCONSOLIDATION,B,2566,6.64,0.78,N,28,0
23,18985,MORTGAGE,0.8,PERSONAL,B,31254,5.59,0.24,N,26,0
30,58052,RENT,12.1,DEBTCONSOLIDATION,D,19422,10.43,0.49,N,27,1
50,34563,RENT,7.4,HOMEIMPROVEMENT,E,29928,13.83,0.13,Y,20,0
62,62322,RENT,2.0,DEBTCONSOLIDATION,B,20205,5.42,0.67,N,20,0
51,117842,OWN,4.1,VENTURE,B,24604,15.74,0.15,N,3,0
46,76245,MORTGAGE,11.5,VENTURE,B,30532,11.34,0.67,N,11,0
49,66514,OWN,1.0,EDUCATION,E,11420,12.34,0.33,N,8,0
62,33608,MORTGAGE,0.2,VENTURE,C,14923,10.05,0.48,N,13,0
21,119675,OWN,3.1,PERSONAL,A,33190,14.82,0.22,Y,27,1
28,82262,RENT,0.6,DEBTCONSOLIDATION,A,25599,9.5,0.73,N,3,0
47,107118,OWN,0.8,PERSONAL,A,33506,7.8,0.63,N,8,0
50,86327,OWN,8.9,EDUCATION,B,25310,21.25,0.29,N,20,0
53,72225,MORTGAGE,0.0,VENTURE,A,23214,12.35,0.49,N,2,0
34,88994,MORTGAGE,6.8,MEDICAL,C,32858,6.77,0.11,Y,12,0
44,32221,OWN,2.9,DEBTCONSOLIDATION,A,32533,9.5,0.13,N,9,0
55,63506,MORTGAGE,3.3,MEDICAL,B,7888,10.92,0.44,Y,9,1
27,35968,MORTGAGE,4.5,HOMEIMPROVEMENT,C,26595,19.1,0.53,N,15,0
28,97606,MORTGAGE,2.3,EDUCATION,B,10926,5.8,0.46,N,14,0
56,42937,OTHER,,HOMEIMPROVEMENT,A,8117,13.91,0.46,N,11,0
64,77435,MORTGAGE,0.4,MEDICAL,A,14422,12.66,0.62,N,18,0
58,64508,OTHER,5.6,MEDICAL,A,26011,22.64,0.75,N,28,0
51,56831,OTHER,1.0,MEDICAL,D,25894,8.61,0.32,N,7,0
36,57933,MORTGAGE,0.1,HOMEIMPROVEMENT,C,28643,16.58,0.45,N,21,0
54,62307,OWN,15.6,EDUCATION,A,2939,9.0,0.74,N,22,0
56,63340,MORTGAGE,15.7,DEBTCONSOLIDATION,B,28463,15.16,0.39,N,15,1
38,117951,RENT,1.9,DEBTCONSOLIDATION,B,10519,15.28,0.37,Y,25,1
63,101338,OWN,0.1,PERSONAL,C,22970,,0.64,N,9,0
48,58601,OTHER,5.2,PERSONAL,C,27691,13.52,0.73,N,8,1
26,90956,OTHER,7.1,MEDICAL,B,26849,13.61,0.61,Y,6,1
47,87178,OWN,0.5,EDUCATION,B,8891,11.08,0.08,Y,7,0
28,100311,OWN,0.6,EDUCATION,A,30158,10.33,0.39,Y,9,0
47,43754,MORTGAGE,6.9,VENTURE,D,8869,9.39,0.18,N,22,1
25,58310,OTHER,10.2,VENTURE,E,9622,5.51,0.26,N,4,0
48,84893,RENT,6.3,HOMEIMPROVEMENT,F,12428,5.43,0.39,N,10,0
36,101799,MORTGAGE,0.9,VENTURE,A,25091,15.9,0.18,N,26,0
35,63367,OWN,2.1,DEBTCONSOLIDATION,D,14391,10.59,0.43,N,11,0
42,28201,OTHER,3.7,DEBTCONSOLIDATION,D,8221,8.39,0.53,N,2,0
50,17739,OWN,0.7,HOMEIMPROVEMENT,F,19041,17.59,0.73,N,8,0
22,28231,OWN,0.9,PERSONAL,B,26652,14.81,0.18,N,21,0
40,57495,OWN,1.3,MEDICAL,D,7623,21.69,0.26,N,7,0
45,36168,MORTGAGE,2.8,EDUCATION,A,6312,20.19,0.34,Y,14,0
55,47624,RENT,2.9,PERSONAL,C,21340,18.34,0.19,N,8,0
61,25635,RENT,6.7,DEBTCONSOLIDATION,B,1708,7.65,0.28,N,9,0
56,24964,OTHER,5.6,PERSONAL,D,18742,17.26,0.73,N,28,0
41,42785,OWN,9.8,HOMEIMPROVEMENT,E,19587,17.75,0.12,Y,22,0
61,110046,RENT,7.2,MEDICAL,B,2471,18.99,0.37,N,6,0
31,97797,OWN,1.2,DEBTCONSOLIDATION,C,30295,10.08,0.26,N,13,0
61,99790,OTHER,1.6,HOMEIMPROVEMENT,A,34381,16.8,0.06,N,7,0
32,91928,OWN,2.8,PERSONAL,B,1483,16.41,0.08,N,24,0
30,27336,RENT,0.1,EDUCATION,B,30441,12.26,0.65,N,16,1
35,92475,OWN,9.4,VENTURE,A,12002,17.21,0.71,N,22,0
27,42412,RENT,0.2,HOMEIMPROVEMENT,E,29077,6.94,0.62,N,22,0
59,97212,OTHER,1.6,DEBTCONSOLIDATION,A,10854,16.85,0.45,Y,29,0
59,90379,OWN,3.4,PERSONAL,C,2627,16.19,0.64,Y,5,1
64,60591,RENT,,VENTURE,E,20523,9.15,0.13,N,18,0
21,76750,OTHER,4.3,VENTURE,E,29350,19.96,0.65,N,15,0
49,105648,OWN,3.0,PERSONAL,D,24360,20.96,0.35,N,8,0
49,111134,OTHER,1.0,MEDICAL,A,33828,9.15,0.62,N,24,0
31,50454,RENT,0.9,PERSONAL,D,7152,6.75,0.19,N,14,0
29,113537,OWN,9.5,DEBTCONSOLIDATION,B,31479,16.14,0.69,N,23,1
63,77672,OWN,1.2,EDUCATION,E,21271,13.94,0.47,N,11,0
30,42228,OWN,,DEBTCONSOLIDATION,D,13381,13.01,0.01,N,19,0
34,29429,OTHER,2.1,VENTURE,D,17831,18.95,0.43,N,3,0
35,99294,OTHER,0.6,EDUCATION,A,11219,22.66,0.26,N,23,0
36,82808,RENT,2.8,HOMEIMPROVEMENT,C,34616,13.9,0.05,N,13,0
45,97886,MORTGAGE,4.4,VENTURE,D,9072,5.51,0.37,N,14,0
21,68015,OWN,6.2,MEDICAL,E,10396,16.01,0.26,N,26,0
31,103074,OWN,5.0,PERSONAL,A,33577,17.04,0.17,Y,22,0
45,83936,RENT,,HOMEIMPROVEMENT,F,20298,20.14,0.29,N,8,0
42,95907,OWN,2.4,DEBTCONSOLIDATION,A,6289,8.95,0.15,N,19,0
37,72378,OTHER,0.2,EDUCATION,C,10190,14.73,0.25,N,23,0
51,52310,OTHER,0.1,HOMEIMPROVEMENT,C,20331,13.36,0.1,N,12,0
57,116827,OWN,2.3,MEDICAL,A,26573,17.23,0.07,N,23,0
22,98683,OWN,1.2,PERSONAL,A,10764,6.54,0.76,N,11,1
57,83827,OTHER,4.6,HOMEIMPROVEMENT,D,16549,21.14,0.75,N,23,1
22,50256,OWN,5.2,DEBTCONSOLIDATION,B,12128,14.5,0.69,N,7,0
49,91428,OTHER,9.0,EDUCATION,A,2642,21.01,0.19,N,15,0
20,114862,MORTGAGE,5.7,HOMEIMPROVEMENT,D,15343,11.46,0.6,N,21,0
49,117994,MORTGAGE,0.2,PERSONAL,D,29736,17.03,0.49,N,6,0
64,53889,OWN,1.9,DEBTCONSOLIDATION,C,21623,22.43,0.04,N,21,0
51,66428,OWN,1.3,HOMEIMPROVEMENT,A,26507,22.19,0.75,N,7,0
47,52207,OWN,2.0,EDUCATION,A,15325,22.21,0.83,N,10,0
40,65255,OTHER,0.7,PERSONAL,D,10642,6.16,0.59,N,6,0
32,106531,MORTGAGE,0.4,MEDICAL,C,28998,12.57,0.19,Y,6,0
46,20409,MORTGAGE,2.9,MEDICAL,C,33726,6.48,0.46,N,20,1
55,57438,RENT,5.1,VENTURE,D,28024,10.91,0.09,N,14,0
26,110359,RENT,4.8,HOMEIMPROVEMENT,B,15798,8.51,0.25,Y,28,0
41,22869,OWN,2.4,EDUCATION,A,12635,16.44,0.6,N,24,0
29,116260,OTHER,3.0,HOMEIMPROVEMENT,F,7880,19.3,0.25,N,6,0
58,71862,OWN,2.9,PERSONAL,C,27089,14.54,0.12,N,15,0
34,102937,MORTGAGE,4.7,VENTURE,C,32966,19.56,0.01,N,3,0
34,40958,OWN,0.2,EDUCATION,F,25420,5.63,0.48,N,26,0
23,91302,OWN,5.0,HOMEIMPROVEMENT,F,6143,20.0,0.8,Y,6,0
51,34768,MORTGAGE,3.5,EDUCATION,C,17229,8.57,0.4,N,24,0
42,111330,MORTGAGE,0.9,PERSONAL,B,7110,13.6,0.18,N,29,0
25,41145,MORTGAGE,0.2,VENTURE,G,19022,13.28,0.38,N,24,0
43,90622,MORTGAGE,0.5,EDUCATION,C,21273,20.94,0.5,N,27,0
39,41442,RENT,3.0,PERSONAL,B,12304,22.59,0.67,N,13,0
56,96948,OTHER,5.7,MEDICAL,C,8316,9.94,0.38,N,25,0
39,40596,OTHER,,EDUCATION,B,27973,6.6,0.14,N,21,0
31,90791,MORTGAGE,1.9,VENTURE,E,12432,16.98,0.16,N,8,0
52,57406,OTHER,10.9,DEBTCONSOLIDATION,B,17994,14.35,0.75,N,4,1
47,55524,OTHER,1.0,DEBTCONSOLIDATION,D,24209,15.47,0.2,N,10,0
27,38332,OTHER,0.4,EDUCATION,D,30689,6.22,0.6,N,16,0
20,30764,OTHER,1.7,EDUCATION,D,31405,19.2,0.22,N,16,1
56,42563,MORTGAGE,5.5,PERSONAL,D,6987,9.54,0.6,N,9,0
41,102675,OWN,3.9,HOMEIMPROVEMENT,E,17704,11.36,0.07,N,29,0
25,51370,OWN,2.2,DEBTCONSOLIDATION,B,6488,9.46,0.17,Y,27,1
40,20062,OWN,13.4,HOMEIMPROVEMENT,A,27864,22.24,0.34,N,17,0
51,59645,RENT,5.3,DEBTCONSOLIDATION,D,21548,8.4,0.43,N,26,0
54,22244,OTHER,0.3,EDUCATION,B,7593,18.44,0.29,N,3,0
34,21372,MORTGAGE,5.5,VENTURE,A,18447,9.77,0.48,Y,21,1
24,100501,MORTGAGE,0.1,VENTURE,A,31235,12.96,0.27,N,2,0
25,79471,RENT,4.2,DEBTCONSOLIDATION,A,29696,23.13,0.56,N,25,0
44,31956,MORTGAGE,,DEBTCONSOLIDATION,D,23227,7.19,0.42,N,5,0
59,55473,OWN,4.8,PERSONAL,D,25384,21.09,0.59,N,5,0
48,28894,RENT,1.5,EDUCATION,A,8175,22.24,0.36,N,24,0
26,113918,MORTGAGE,8.3,EDUCATION,D,10075,17.83,0.73,N,7,0
59,84586,RENT,1.6,HOMEIMPROVEMENT,B,26256,5.58,0.32,N,4,0
32,31709,RENT,,PERSONAL,D,11164,20.01,0.26,N,9,0
57,96258,MORTGAGE,1.3,MEDICAL,B,15614,21.1,0.46,Y,3,0
37,30210,OWN,10.0,VENTURE,D,22024,22.86,0.42,N,18,0
21,64510,MORTGAGE,6.1,VENTURE,B,11659,20.34,0.43,Y,29,0
27,117081,OTHER,1.1,EDUCATION,B,13799,13.33,0.66,Y,13,0
30,53674,OTHER,11.9,PERSONAL,D,28532,17.66,0.49,N,13,0
52,115025,MORTGAGE,1.8,MEDICAL,A,955,14.04,0.73,N,16,0
57,32733,OWN,4.2,VENTURE,F,34780,11.68,0.51,N,19,1
46,35080,OTHER,5.4,PERSONAL,C,5238,16.55,0.02,N,10,0
39,117200,OTHER,,MEDICAL,B,32766,19.1,0.72,N,22,1
31,68412,MORTGAGE,12.8,DEBTCONSOLIDATION,C,17275,16.72,0.7,N,6,0
62,73971,MORTGAGE,1.7,EDUCATION,A,16218,20.11,0.04,Y,23,0
50,54709,MORTGAGE,0.8,HOMEIMPROVEMENT,C,6676,8.54,0.1,N,4,0
46,74846,RENT,7.6,VENTURE,G,9612,12.05,0.46,N,18,0
51,80480,RENT,4.9,VENTURE,A,22603,10.96,0.04,Y,25,0
29,67960,RENT,0.4,MEDICAL,D,27533,8.86,0.34,N,24,0
22,118550,MORTGAGE,0.5,HOMEIMPROVEMENT,B,20484,13.29,0.81,N,13,0
64,56152,OWN,5.0,DEBTCONSOLIDATION,C,32242,22.27,0.14,N,15,0
46,42250,OTHER,0.3,PERSONAL,A,5008,14.98,0.17,N,9,0
54,100765,RENT,10.0,EDUCATION,B,6716,10.5,0.56,Y,10,1
50,63137,OWN,5.4,PERSONAL,G,24769,11.7,0.04,N,3,1
34,97011,MORTGAGE,1.6,MEDICAL,A,760,16.31,0.68,N,22,0
35,61412,RENT,1.8,VENTURE,C,7333,11.68,0.17,N,3,0
32,58876,MORTGAGE,2.8,DEBTCONSOLIDATION,C,10027,14.98,0.44,N,25,0
54,109547,OWN,1.8,VENTURE,C,6444,10.28,0.21,Y,17,1
30,88664,RENT,6.1,PERSONAL,C,23018,11.56,0.55,N,21,1
40,65227,RENT,14.7,DEBTCONSOLIDATION,C,23759,17.96,0.49,N,12,1
30,47450,RENT,3.5,EDUCATION,A,30360,15.81,0.79,N,21,0
49,99433,RENT,2.4,MEDICAL,E,32059,7.06,0.37,N,11,0
54,88704,OWN,1.0,EDUCATION,D,33602,22.72,0.73,N,9,0
41,21861,RENT,4.2,MEDICAL,A,8169,6.28,0.48,N,8,0
57,76914,OTHER,4.6,EDUCATION,B,25879,6.88,0.76,Y,2,1
50,78888,OTHER,4.6,PERSONAL,D,24212,17.88,0.24,Y,24,0
33,94286,MORTGAGE,0.1,HOMEIMPROVEMENT,G,19691,18.0,0.46,N,11,0
43,76293,RENT,9.2,DEBTCONSOLIDATION,F,13759,5.74,0.32,N,20,0
51,97524,OTHER,1.7,MEDICAL,E,26016,16.84,0.05,Y,6,0
55,83515,OTHER,5.5,PERSONAL,A,9594,5.99,0.48,N,25,0
51,38524,OTHER,5.7,VENTURE,E,12124,22.5,0.66,N,23,1
34,22065,OWN,4.2,VENTURE,E,24372,17.79,0.46,N,9,0
62,52684,RENT,2.0,EDUCATION,B,33291,8.72,0.23,N,22,0
54,103720,OWN,3.7,VENTURE,B,5152,8.21,0.22,N,27,0
22,48365,OWN,0.2,HOMEIMPROVEMENT,B,26472,15.54,0.2,Y,10,0
35,73876,OTHER,5.7,MEDICAL,C,8595,16.68,0.81,N,14,0
24,38704,OTHER,0.4,EDUCATION,B,3857,20.2,0.33,N,15,0
40,72857,MORTGAGE,2.0,MEDICAL,A,12596,21.48,0.26,Y,28,0
29,20622,RENT,,MEDICAL,A,8595,12.39,0.35,Y,7,1
38,98797,RENT,7.3,PERSONAL,B,11180,20.42,0.1,N,12,0
44,108955,OTHER,3.2,VENTURE,B,28742,,0.16,N,10,0
23,115003,OTHER,4.7,DEBTCONSOLIDATION,D,26833,13.78,0.42,Y,14,1
48,106141,RENT,4.6,MEDICAL,A,13669,17.84,0.66,N,5,0
38,109707,MORTGAGE,7.4,HOMEIMPROVEMENT,E,25039,7.24,0.73,N,3,1
62,102700,OTHER,0.6,HOMEIMPROVEMENT,E,22222,10.12,0.72,Y,25,0
21,94332,MORTGAGE,4.3,DEBTCONSOLIDATION,E,19416,,0.78,Y,22,1
29,117390,OWN,3.4,VENTURE,D,4273,14.37,0.1,N,3,0
62,111856,OTHER,0.1,VENTURE,A,30445,21.56,0.03,N,23,0
44,81201,OWN,0.9,EDUCATION,B,21545,6.98,0.09,N,14,1
39,47694,OTHER,1.2,EDUCATION,A,2557,10.98,0.5,N,20,0
38,104766,OWN,0.3,EDUCATION,G,17561,11.73,0.46,Y,2,1
42,37995,OTHER,1.8,VENTURE,B,13638,12.92,0.56,N,29,0
43,107320,MORTGAGE,0.1,MEDICAL,C,25360,22.97,0.31,N,7,0
30,95141,MORTGAGE,3.2,PERSONAL,D,16403,10.93,0.33,N,28,0
53,97999,MORTGAGE,1.0,DEBTCONSOLIDATION,E,29542,14.63,0.45,N,9,1
47,23419,OWN,1.4,DEBTCONSOLIDATION,D,18724,14.94,0.07,N,18,0
24,62952,MORTGAGE,9.7,DEBTCONSOLIDATION,C,2378,19.12,0.66,N,4,0
24,48837,OWN,2.8,EDUCATION,B,10302,14.62,0.77,Y,7,0
40,85799,OTHER,1.3,PERSONAL,C,29038,16.18,0.32,N,27,0
31,63877,OWN,,HOMEIMPROVEMENT,A,24103,18.81,0.61,N,20,0
23,60687,OTHER,0.9,VENTURE,E,15537,7.2,0.46,N,8,0
61,114667,RENT,0.3,HOMEIMPROVEMENT,C,12190,22.55,0.2,N,16,0
39,52276,RENT,0.1,EDUCATION,A,10823,20.46,0.06,Y,7,0
57,49523,RENT,12.1,MEDICAL,E,3814,12.32,0.2,N,26,1
44,81055,OWN,5.2,EDUCATION,B,34646,18.37,0.5,N,23,0
33,69615,RENT,6.4,PERSONAL,E,14856,18.97,0.03,Y,24,1
